,Project,Group,Key,Issuetype,Status,Created Date,Component,Category,First Date,Closed Date,Funnel,In Analysis,Backlog,In Implementation,Blocker,Completed,Monitoring,Done,Resolution ,CycleDays
799,The APP ART,,THEAPP-372,Feature,Done,16.11.2020 10:59:41,App ART Funnel|P&S|Release 3.1|,,10.02.2021 18:25:14,19.03.2021 11:25:36,0,124285,0,52860,0,0,0,856999,Done ,123.02
800,The APP ART,,THEAPP-371,Feature,Done,16.11.2020 10:29:07,App ART Funnel|P&S|Release 3.1|,,10.02.2021 18:14:12,10.02.2021 18:14:12,0,124305,0,0,0,0,0,909871,Duplicate ,86.32
801,The APP ART,,THEAPP-369,Feature,Done,16.11.2020 07:34:54,App ART Funnel|PCS|Pikachu|,,25.02.2022 10:25:39,25.02.2022 10:25:39,0,671210,0,0,0,0,0,363139,Done ,466.12
803,The APP ART,,THEAPP-366,Feature,Done,13.11.2020 17:16:04,App ART Funnel|PCS|Pikachu|VICI|,,28.09.2021 09:33:52,04.02.2022 14:18:46,0,502518,45964,96459,0,0,0,393146,Done ,447.88
805,The APP ART,,THEAPP-363,Feature,Done,13.11.2020 17:01:17,App ART Funnel|PCS|Pikachu|,,22.07.2021 12:30:57,17.05.2022 13:03:17,0,366736,41960,383064,0,0,0,246342,Done ,549.83
806,The APP ART,,THEAPP-362,Feature,Done,13.11.2020 16:47:39,App ART Funnel|PCS|Pikachu|,,20.04.2021 15:57:27,14.12.2021 11:07:22,0,338700,110373,120823,0,0,0,468217,Done ,395.76
807,The APP ART,,THEAPP-361,Feature,Done,13.11.2020 16:42:12,App ART Funnel|PCS|Pikachu|,,28.03.2022 15:09:12,28.03.2022 15:09:12,0,719907,0,0,0,0,0,318216,Done ,499.94
808,The APP ART,,THEAPP-360,Feature,Done,13.11.2020 16:38:28,App ART Funnel|PCS|Pikachu|,,07.03.2022 09:59:43,07.03.2022 09:59:43,0,689361,0,0,0,0,0,348765,Done ,478.72
809,The APP ART,,THEAPP-359,Feature,Done,13.11.2020 13:47:21,App ART Funnel|PCS|Pikachu|,,25.02.2022 10:26:08,25.02.2022 10:26:08,0,675158,0,0,0,0,0,363139,Done ,468.86
810,The APP ART,,THEAPP-358,Feature,Done,13.11.2020 13:41:57,Mario|PCS|Pikachu|,,10.03.2022 08:52:20,26.08.2022 15:00:22,0,852292,85225,0,0,0,0,100784,Won't Do ,651.05
812,The APP ART,,THEAPP-356,Feature,Done,13.11.2020 13:35:16,App ART Funnel|PCS|Pikachu|,,28.03.2022 15:10:51,28.03.2022 15:10:51,0,720095,0,0,0,0,0,318213,Won't Do ,500.07
813,The APP ART,,THEAPP-355,Feature,Done,13.11.2020 12:59:04,App ART Funnel|PCS|,,22.01.2021 10:56:44,22.10.2021 09:07:19,0,126456,201869,165360,0,0,0,544658,Done ,342.84
814,The APP ART,,THEAPP-354,Feature,Done,13.11.2020 12:44:27,App ART Funnel|PCS|,,22.01.2021 10:56:51,10.08.2021 08:27:57,0,116715,43288,228539,0,0,0,649817,Done ,269.82
815,The APP ART,,THEAPP-352,Feature,Done,12.11.2020 11:36:54,App ART Funnel|CR|VICI|,,16.03.2021 10:52:15,08.07.2021 07:18:39,31124,199660,69343,42332,0,0,0,697406,Done ,216.2
816,The APP ART,,THEAPP-350,Feature,Done,11.11.2020 14:53:12,App ART Funnel|P&S|Release 2.0|Release 3.1|,,04.03.2021 17:07:46,04.03.2021 17:07:46,0,162854,0,0,0,0,0,878257,Duplicate ,113.09
817,The APP ART,,THEAPP-349,Feature,Done,11.11.2020 14:18:58,App ART Funnel|,,04.03.2021 17:09:10,04.03.2021 17:09:10,0,162890,0,0,0,0,0,878256,Won't Do ,113.12
818,The APP ART,,THEAPP-345,Feature,Done,09.11.2020 14:01:20,P&S|,,26.02.2021 18:22:53,26.02.2021 18:22:53,0,157221,0,0,0,0,0,886822,Won't Do ,109.18
819,The APP ART,,THEAPP-344,Feature,Done,09.11.2020 13:37:00,Release 1.0|Release 2.0|,,01.07.2021 09:20:30,01.07.2021 09:20:30,0,336703,0,0,0,0,0,707364,Not Required ,233.82
820,The APP ART,,THEAPP-343,Feature,Done,06.11.2020 11:08:48,P&S|,,06.11.2020 11:08:56,27.04.2021 16:12:04,17611,0,63310,38971,128089,0,0,800553,Done ,159.98
822,The APP ART,,THEAPP-340,Feature,Done,05.11.2020 10:22:52,App ART Funnel|CR|VICI|,,09.03.2022 11:13:46,09.03.2022 11:13:46,0,704210,0,0,0,0,0,345811,Duplicate ,489.03
823,The APP ART,,THEAPP-338,Feature,Done,04.11.2020 12:58:21,P&S|Release 1.0|Release 2.0|Release 3.1|,,23.11.2020 11:44:39,20.07.2021 17:02:39,0,45765,114095,211900,0,0,0,679542,Done ,258.17
824,The APP ART,,THEAPP-337,Feature,Done,04.11.2020 12:10:55,App ART Funnel|P&S|PCS|,,10.02.2021 18:15:28,24.08.2021 12:58:25,0,158272,14725,248968,0,0,0,629386,Done ,293.03
825,The APP ART,,THEAPP-336,Feature,Done,04.11.2020 11:24:17,App ART Funnel|Griffin|P&S|PCS|Pikachu|Release 4.0|,,02.02.2022 11:15:30,02.02.2022 11:15:30,0,655191,0,0,0,0,0,396209,Won't Do ,454.99
827,The APP ART,,THEAPP-334,Feature,Done,28.10.2020 16:27:04,CR|,,02.11.2020 11:39:55,27.04.2021 15:56:27,0,6912,175903,77792,0,0,0,800568,Done ,180.98
828,The APP ART,,THEAPP-333,Feature,Done,28.10.2020 16:24:52,CR|,,02.11.2020 11:41:41,08.06.2021 10:52:00,0,6916,175911,137958,0,0,0,740393,Done ,222.77
830,The APP ART,,THEAPP-331,Feature,Done,27.10.2020 13:52:55,P&S|,,04.03.2021 17:17:37,04.03.2021 17:17:37,0,184524,0,0,0,0,0,878247,Won't Do ,128.14
831,The APP ART,,THEAPP-330,Feature,Done,27.10.2020 09:26:28,CR|,,27.10.2020 09:27:04,20.11.2020 17:13:13,0,0,0,35026,0,0,0,1028012,Done ,24.32
832,The APP ART,,THEAPP-329,Feature,Done,27.10.2020 09:26:09,CR|,,27.10.2020 09:26:52,28.10.2020 10:33:26,0,0,0,1506,0,0,0,1061531,Done ,1.05
833,The APP ART,,THEAPP-328,Feature,Done,27.10.2020 09:25:47,CR|,,27.10.2020 09:26:40,20.11.2020 17:05:36,0,0,0,35018,0,0,0,1028019,Done ,24.32
834,The APP ART,,THEAPP-327,Feature,Done,27.10.2020 09:24:59,CR|,,27.10.2020 09:25:23,12.02.2021 09:45:46,0,0,0,131262,0,24278,0,907499,Done ,91.15
835,The APP ART,,THEAPP-326,Feature,Done,27.10.2020 09:17:09,CR|,,27.10.2020 09:24:26,23.03.2021 14:10:24,0,7,122480,89484,0,0,0,851074,Done ,147.2
836,The APP ART,,THEAPP-325,Feature,Done,27.10.2020 09:15:27,CR|,,27.10.2020 09:15:44,02.03.2021 19:02:11,0,0,0,182026,0,0,0,881023,Done ,126.41
837,The APP ART,,THEAPP-324,Feature,Done,27.10.2020 09:12:54,CR|,,27.10.2020 09:14:22,20.11.2020 17:05:09,0,1,0,35030,0,0,0,1028020,Done ,24.33
838,The APP ART,,THEAPP-321,Feature,Done,23.10.2020 15:23:36,VICI|,,24.01.2022 17:58:06,24.01.2022 17:58:06,0,659674,0,0,0,0,0,408767,Won't Do ,458.11
839,The APP ART,,THEAPP-320,Feature,Done,23.10.2020 10:36:44,,,19.01.2022 11:58:01,19.01.2022 11:58:01,0,652401,0,0,0,0,0,416327,Duplicate ,453.06
841,The APP ART,,THEAPP-315,Feature,Done,21.10.2020 17:32:24,App ART Funnel|P&S|Release 1.0|Release 2.0|Release 3.0|Release 3.1|,,20.01.2021 15:29:54,05.05.2021 15:18:29,0,149517,29001,65153,38432,0,0,789086,Done ,195.9
843,The APP ART,,THEAPP-312,Feature,Done,20.10.2020 15:25:45,App ART Funnel|Picasso|,,15.12.2021 11:21:32,15.12.2021 11:21:32,0,605995,0,0,0,0,0,466763,Won't Do ,420.83
844,The APP ART,,THEAPP-311,Feature,Done,20.10.2020 13:57:06,P&S|,,13.11.2020 08:55:52,18.05.2021 13:21:35,0,34259,178878,89226,0,0,0,770483,Done ,209.97
845,The APP ART,,THEAPP-310,Feature,Done,19.10.2020 09:34:50,Griffin|Mario|P&S|,,13.11.2020 08:57:30,30.11.2021 13:27:03,0,418004,87661,80644,0,0,0,488238,Done ,407.16
846,The APP ART,,THEAPP-308,Feature,Done,16.10.2020 09:23:31,App ART Funnel|P&S|Release 3.1|Release 4.0|,,20.04.2021 19:38:26,20.04.2021 19:38:26,0,268454,0,0,0,0,0,810426,Duplicate ,186.43
847,The APP ART,,THEAPP-306,Feature,Completed,15.10.2020 18:09:49,P&S|,,15.10.2020 18:10:58,26.11.2020 18:10:42,0,1,0,60479,0,1019314,0,0, ,42.0
848,The APP ART,,THEAPP-305,Feature,Completed,15.10.2020 18:07:01,P&S|,,15.10.2020 18:12:09,26.11.2020 18:10:38,0,5,0,60478,0,1019314,0,0, ,42.0
849,The APP ART,,THEAPP-303,Feature,Done,15.10.2020 09:20:18,P&S|Release 1.0|Release 2.0|Release 3.0|Release 3.1|Release 4.0|,,03.11.2020 20:23:31,29.09.2021 10:31:44,0,28023,159627,284833,30145,0,0,577693,Done ,349.05
850,The APP ART,,THEAPP-296,Feature,Done,14.10.2020 14:13:07,P&S|Release 1.0|,,22.10.2020 10:59:48,22.10.2020 10:59:48,0,11326,0,0,0,0,0,1070145,Duplicate ,7.87
851,The APP ART,,THEAPP-292,Feature,Done,13.10.2020 18:15:00,P&S|,,13.10.2020 18:15:28,16.11.2020 10:38:02,0,0,0,21435,0,27067,0,1034167,Done ,14.89
852,The APP ART,,THEAPP-288,Feature,Done,12.10.2020 15:38:54,CR|,,12.10.2020 15:39:06,26.10.2020 13:40:50,0,20041,0,0,0,0,0,1064224,Duplicate ,13.92
853,The APP ART,,THEAPP-287,Feature,Done,12.10.2020 15:38:17,CR|,,12.10.2020 15:38:29,25.03.2021 10:19:44,0,22960,0,0,212880,0,0,848425,Won't Do ,163.78
854,The APP ART,,THEAPP-286,Feature,Done,12.10.2020 15:37:38,CR|,,12.10.2020 15:37:51,14.06.2021 13:51:07,0,1416,332518,18758,0,0,0,731574,Done ,244.92
855,The APP ART,,THEAPP-285,Feature,Done,12.10.2020 15:37:02,CR|,,12.10.2020 15:37:12,08.06.2021 10:56:18,0,1459,204447,137972,0,0,0,740389,Done ,238.8
856,The APP ART,,THEAPP-284,Feature,Done,12.10.2020 15:35:18,CR|,,12.10.2020 15:35:30,14.04.2021 14:42:11,0,30004,173248,61653,0,0,0,819363,Done ,183.96
857,The APP ART,,THEAPP-283,Feature,Done,12.10.2020 15:34:21,CR|,,12.10.2020 15:34:33,14.01.2021 12:21:29,0,135166,0,0,0,0,0,949103,Duplicate ,93.87
858,The APP ART,,THEAPP-267,Feature,Done,06.10.2020 16:18:04,PCS|,,06.10.2020 16:19:45,15.02.2021 16:55:06,0,1,0,190114,0,0,0,902750,Done ,132.02
859,The APP ART,,THEAPP-261,Feature,Done,30.09.2020 17:10:06,CR|Lebowski|P&S|Release 1.0|Skywalker|Stark|Stromberg|,,13.11.2020 08:55:32,08.07.2021 17:49:32,290,62865,341522,0,0,0,0,696775,Duplicate ,280.82
865,The APP ART,,THEAPP-247,Feature,Done,18.09.2020 13:25:10,P&S|Release 4.0|Stromberg|,,08.10.2021 14:41:45,08.10.2021 14:41:45,0,554476,0,0,0,0,0,564483,Duplicate ,385.05
866,The APP ART,,THEAPP-229,Feature,Done,03.12.2019 11:14:09,,,25.02.2020 19:20:08,05.03.2021 15:55:32,431677,121445,106676,0,0,0,0,876889,Won't Do ,158.42
868,The APP ART,,THEAPP-227,Feature,Done,28.05.2020 15:58:37,2022|P&S|Release 2.0|Release 3.0|Release 3.1|Release 3.2|,,14.09.2020 15:59:51,16.03.2021 11:30:53,587575,156961,0,0,0,0,0,536989,Declined ,109.0
869,The APP ART,,THEAPP-226,Feature,Done,25.06.2020 17:21:26,,,14.09.2020 15:59:51,07.04.2021 14:56:58,295137,116558,0,0,0,0,0,829428,Duplicate ,80.94
871,The APP ART,,THEAPP-223,Feature,Done,06.07.2020 10:21:08,,,14.09.2020 15:59:50,01.07.2021 09:15:47,417195,101138,0,0,0,0,0,707369,Duplicate ,70.23
872,The APP ART,,THEAPP-222,Feature,Done,27.05.2020 15:21:39,Greatwall|Release 3.1|,,14.09.2020 15:59:50,26.08.2022 14:10:04,827918,158438,195811,0,0,0,0,100835,Won't Do ,246.01
873,The APP ART,,THEAPP-221,Feature,Done,20.07.2020 08:50:17,P&S|,,14.09.2020 15:59:50,05.11.2020 09:55:08,74515,81069,0,0,0,0,0,1050050,Duplicate ,56.3
874,The APP ART,,THEAPP-220,Feature,Done,04.08.2020 20:25:58,P&S|Release 1.0|Release 2.0|Release 3.0|Release 3.1|Release 4.0|,,14.09.2020 15:59:50,17.02.2021 17:07:52,100544,58773,76478,47684,0,0,0,899857,Done ,127.04
876,The APP ART,,THEAPP-218,Feature,Done,04.06.2020 10:10:15,App ART Funnel|Backend|Griffin|P&S|Release 3.1|Stark|,,14.09.2020 15:59:49,23.07.2021 13:20:53,416179,177302,2868,0,0,0,0,675444,Duplicate ,125.12
877,The APP ART,,THEAPP-217,Feature,Done,07.05.2020 16:27:56,,,14.09.2020 15:59:49,05.03.2021 15:55:49,247676,187171,0,0,0,0,0,876889,Won't Do ,129.98
878,The APP ART,,THEAPP-215,Feature,Done,30.04.2020 10:21:10,,,14.09.2020 15:59:49,29.03.2021 17:34:25,282334,197618,0,0,0,0,0,842230,Duplicate ,137.23
879,The APP ART,,THEAPP-214,Feature,Done,27.05.2020 15:28:58,P&S|Release 3.1|,,14.09.2020 15:59:48,04.12.2020 13:27:49,116488,158430,0,0,0,0,0,1008077,Won't Do ,110.02
880,The APP ART,,THEAPP-211,Feature,Done,24.02.2020 11:17:53,App ART Funnel|P&S|Release 3.0|Release 3.1|Skywalker|,,24.02.2020 15:14:54,02.11.2021 13:40:45,620436,99719,168466,0,0,0,0,528544,Duplicate ,186.24
881,The APP ART,,THEAPP-210,Feature,Done,22.10.2019 11:15:42,App ART Funnel|Backend|P&S|Release 4.0|Stromberg|,,24.02.2020 19:02:50,08.07.2022 21:56:16,600171,187728,119440,160141,358755,0,0,170929,Duplicate ,573.66
883,The APP ART,,THEAPP-206,Feature,Done,28.08.2020 15:51:44,App ART Funnel|Backend|Griffin|P&S|Release 4.0|,,14.09.2020 15:59:46,12.05.2022 08:59:40,437532,54986,69039,96180,237528,0,0,253785,Done ,317.87
884,The APP ART,,THEAPP-205,Feature,Done,17.06.2020 09:54:42,CR|,,14.09.2020 15:59:46,14.12.2020 08:50:33,99156,128525,25741,5709,0,0,0,993954,Done ,111.09
885,The APP ART,,THEAPP-204,Feature,Done,21.04.2020 13:59:29,App ART Funnel|P&S|Release 2.0|,,14.09.2020 15:59:46,27.04.2021 10:51:35,214668,210360,38598,70424,0,0,0,800873,Done ,221.79
886,The APP ART,,THEAPP-203,Feature,Done,24.02.2020 18:46:44,PCS|Pikachu|,,24.02.2020 19:01:27,28.03.2022 12:20:54,1098319,14,0,0,0,0,0,318384,Done ,0.01
887,The APP ART,,THEAPP-202,Feature,Done,24.02.2020 14:52:35,P&S|,,24.02.2020 15:15:14,05.03.2021 15:53:00,450890,22,89146,0,0,0,0,876892,Won't Do ,61.92
888,The APP ART,,THEAPP-201,Feature,Done,24.02.2020 19:01:02,,,24.02.2020 19:01:40,01.04.2021 15:03:16,578642,0,0,0,0,0,0,838060,Won't Do ,0.0
889,The APP ART,,THEAPP-199,Feature,Done,05.12.2019 12:52:47,CR|,,25.02.2020 19:13:03,26.03.2021 11:32:47,568339,118460,0,0,0,0,0,846912,Duplicate ,82.26
890,The APP ART,,THEAPP-198,Feature,Done,14.04.2020 10:29:58,,,14.09.2020 15:59:44,26.03.2021 14:09:46,277810,220649,0,0,0,0,0,846755,Done ,153.23
891,The APP ART,,THEAPP-197,Feature,Done,21.04.2020 14:55:29,App ART Funnel|P&S|Release 3.0|Release 3.1|,,14.09.2020 15:59:44,25.08.2021 14:15:54,184294,522706,0,0,0,0,0,627869,Won't Do ,362.99
892,The APP ART,,THEAPP-195,Feature,Done,24.02.2020 18:50:39,PCS|,,24.02.2020 19:01:28,01.07.2021 09:22:14,709340,10,0,0,0,0,0,707363,Duplicate ,0.01
893,The APP ART,,THEAPP-194,Feature,Completed,24.02.2020 11:08:56,2022|Lebowski|P&S|Stark|,,24.02.2020 11:09:03,18.05.2022 11:23:20,847103,51481,161111,82203,0,245001,0,30271,Won't Do ,204.72
894,The APP ART,,THEAPP-193,Feature,Done,24.02.2020 18:55:08,,,24.02.2020 19:01:34,31.03.2021 15:49:12,577247,6,0,0,0,0,0,839456,Not Required ,0.0
895,The APP ART,,THEAPP-192,Feature,Completed,23.03.2020 11:18:07,VICI|,,23.03.2020 11:22:37,24.06.2022 13:00:32,791899,26458,47040,219964,99858,191624,0,0, ,273.14
896,The APP ART,,THEAPP-191,Feature,Done,21.04.2020 14:41:33,App ART Funnel|Griffin|P&S|Release 2.0|Release 3.1|Skywalker|,,14.09.2020 15:59:43,14.12.2021 13:13:25,184298,228775,305387,148191,0,137,0,468091,Done ,473.86
897,The APP ART,,THEAPP-190,Feature,Done,27.03.2020 17:04:01,,,14.09.2020 15:59:42,31.03.2021 15:44:54,285105,246175,0,0,0,0,0,839460,Not Required ,170.95
898,The APP ART,,THEAPP-189,Feature,Done,24.02.2020 18:43:16,App ART Funnel|Release 3.0|Release 3.1|Stark|,,24.02.2020 19:01:25,17.03.2022 16:47:52,839255,41868,27012,154283,20342,0,0,333957,Done ,169.1
899,The APP ART,,THEAPP-188,Feature,Done,24.02.2020 18:55:39,,,24.02.2020 19:01:35,31.03.2021 15:49:46,577248,5,0,0,0,0,0,839455,Not Required ,0.0
900,The APP ART,,THEAPP-187,Feature,Done,21.04.2020 15:11:28,App ART Funnel|P&S|Release 2.0|Release 3.0|Release 3.1|Release 4.0|,,14.09.2020 15:59:42,04.03.2021 17:21:56,246325,282114,53546,0,0,0,0,752865,Duplicate ,233.1
901,The APP ART,,THEAPP-186,Feature,Done,24.02.2020 18:33:30,Android|App ART Funnel|Design|Griffin|iOS|Release 3.1|Skywalker|Stromberg|,,24.02.2020 19:01:18,05.08.2022 22:38:40,758852,140712,149655,236942,0,0,0,130566,Done ,366.19
902,The APP ART,,THEAPP-185,Feature,Done,24.02.2020 18:52:04,,,24.02.2020 19:01:30,05.03.2021 15:48:51,539807,9,0,0,0,0,0,876896,Won't Do ,0.01
903,The APP ART,,THEAPP-184,Feature,Completed,24.02.2020 15:21:24,P&S|Stromberg|,,24.02.2020 19:01:13,28.02.2022 10:56:01,688070,10340,142172,217550,0,358789,0,0, ,256.99
904,The APP ART,,THEAPP-183,Feature,Done,09.03.2020 18:12:55,CR|Release 1.0|Release 2.0|,,09.03.2020 18:13:10,05.10.2020 15:41:03,288158,15693,0,0,0,0,0,1092739,Done ,10.9
905,The APP ART,,THEAPP-180,Feature,Done,24.02.2020 18:53:16,,,24.02.2020 19:01:31,05.03.2021 15:49:42,539808,8,0,0,0,0,0,876895,Declined ,0.01
906,The APP ART,,THEAPP-179,Feature,Done,24.02.2020 11:10:14,2022|Griffin|P&S|Skywalker|,,24.02.2020 11:10:19,05.03.2021 15:51:26,897644,0,63152,0,0,0,0,456375,Duplicate ,43.86
907,The APP ART,,THEAPP-178,Feature,Done,21.04.2020 14:52:51,,,14.09.2020 15:59:40,05.03.2021 15:51:45,247672,210306,0,0,0,0,0,876893,Declined ,146.05
908,The APP ART,,THEAPP-177,Feature,Done,24.02.2020 15:26:15,,,24.02.2020 19:01:15,01.07.2021 09:22:41,709341,215,0,0,0,0,0,707362,Duplicate ,0.15
909,The APP ART,,THEAPP-176,Feature,Done,23.04.2020 17:03:14,,,14.09.2020 15:59:39,05.03.2021 15:52:36,247672,207296,0,0,0,0,0,876892,Duplicate ,143.96
910,The APP ART,,THEAPP-175,Feature,Done,29.07.2020 15:20:09,,,14.09.2020 15:59:39,11.06.2021 12:08:27,388568,67719,0,0,0,0,0,735996,Done ,47.03
911,The APP ART,,THEAPP-173,Feature,Done,24.07.2020 17:25:02,,,14.09.2020 15:59:38,31.03.2021 16:00:23,285120,74794,0,0,0,0,0,839444,Won't Do ,51.94
912,The APP ART,,THEAPP-172,Feature,Done,29.10.2019 12:00:29,,,25.02.2020 19:10:01,31.03.2021 15:50:47,575800,171789,0,0,0,0,0,839454,Duplicate ,119.3
915,The APP ART,,THEAPP-164,Feature,Done,01.10.2019 17:07:47,App ART Funnel|Backend|CR|VICI|,,24.02.2020 19:02:32,24.02.2022 17:18:25,1052535,210354,0,0,0,0,0,364166,Won't Do ,146.08
916,The APP ART,,THEAPP-163,Feature,Done,19.12.2019 14:06:39,CR|VICI|,,25.02.2020 19:20:09,28.02.2022 16:26:44,1056786,98233,0,0,0,0,0,358458,Won't Do ,68.22
917,The APP ART,,THEAPP-162,Feature,Done,10.12.2019 14:28:39,2022|VICI|,,25.02.2020 19:20:08,02.12.2021 09:33:11,929652,111171,0,0,0,0,0,485592,Won't Do ,77.2
918,The APP ART,,THEAPP-144,Feature,Done,11.02.2020 17:15:42,P&S|Release 1.0|Release 2.0|,,12.02.2020 12:27:09,23.06.2020 19:15:24,18901,1151,53322,9695,108568,22534,0,1221355, ,119.96
919,The APP ART,,THEAPP-143,Feature,Done,01.10.2019 16:58:42,Release 1.0|Release 2.0|,,25.02.2020 19:09:39,12.08.2020 20:12:00,28526,211810,214895,0,0,0,0,1171832,Won't Do ,296.32
920,The APP ART,,THEAPP-142,Feature,Done,23.06.2020 10:53:46,P&S|Release 1.0|Release 2.0|,,23.06.2020 11:05:59,29.06.2020 17:40:29,0,12,9034,0,0,0,0,1235344,Done ,6.28
921,The APP ART,,THEAPP-141,Feature,Done,21.04.2020 14:21:33,P&S|Release 1.0|Release 2.0|,,15.06.2020 12:41:42,24.06.2020 17:47:10,0,79100,13265,0,0,0,0,1242538,Done ,64.14
922,The APP ART,,THEAPP-140,Feature,Done,23.06.2020 09:32:24,P&S|Release 1.0|Release 2.0|,,25.06.2020 09:45:11,25.06.2020 09:45:11,0,2892,0,0,0,0,0,1241580,Done ,2.01
923,The APP ART,,THEAPP-138,Feature,Done,21.04.2020 17:14:38,P&S|Release 1.0|Release 2.0|,,21.04.2020 17:14:44,29.06.2020 17:38:27,0,0,90690,0,8692,0,0,1235346,Done ,69.02
924,The APP ART,,THEAPP-137,Feature,Done,16.06.2020 16:27:09,P&S|Release 1.0|Release 2.0|,,25.06.2020 09:26:01,29.06.2020 17:39:26,0,12538,6253,0,0,0,0,1235345,Done ,13.05
925,The APP ART,,THEAPP-136,Feature,Done,11.02.2020 16:41:34,Release 1.0|Release 2.0|,,11.02.2020 16:41:40,07.04.2020 15:21:26,20324,0,1,60233,0,1114,0,1353889, ,41.83
926,The APP ART,,THEAPP-135,Feature,Done,11.02.2020 16:43:31,Release 1.0|Release 2.0|,,11.02.2020 16:47:03,05.03.2020 16:03:44,20318,3,12757,0,0,0,0,1402481,Done ,8.86
927,The APP ART,,THEAPP-134,Feature,Done,06.03.2020 10:19:00,Release 1.0|Release 2.0|,,06.03.2020 10:19:13,24.06.2020 17:46:02,0,0,8646,128572,21627,0,0,1242539,Done ,110.31
928,The APP ART,,THEAPP-133,Feature,Done,12.02.2020 12:27:38,Release 1.0|Release 2.0|,,12.02.2020 12:27:45,27.03.2020 16:23:25,9001,0,0,54593,0,42,0,1370739, ,37.91
929,The APP ART,,THEAPP-132,Feature,Done,11.02.2020 16:06:12,Release 1.0|Release 2.0|,,11.02.2020 16:06:17,25.03.2020 08:54:26,10221,0,0,51265,0,0,0,1374110, ,35.6
930,The APP ART,,THEAPP-131,Feature,Done,11.02.2020 16:46:57,Release 1.0|Release 2.0|,,11.02.2020 16:47:08,09.06.2020 17:21:11,20081,0,22740,128571,0,0,0,1264164, ,105.08
931,The APP ART,,THEAPP-130,Feature,Done,11.02.2020 15:57:42,Release 1.0|Release 2.0|,,11.02.2020 15:57:47,22.04.2020 17:19:20,1346,0,18799,82175,0,68783,0,1264502,Done ,70.12
932,The APP ART,,THEAPP-129,Feature,Done,17.02.2020 16:48:58,Release 1.0|Release 2.0|,,17.02.2020 16:49:11,02.04.2020 16:34:04,24466,0,0,40318,0,0,0,1362131,Done ,28.0
933,The APP ART,,THEAPP-128,Feature,Done,11.02.2020 16:17:49,Release 1.0|Release 2.0|,,11.02.2020 16:39:52,14.07.2020 14:00:32,10188,22,0,194044,17366,19,0,1213945, ,146.83
934,The APP ART,,THEAPP-127,Feature,Done,11.02.2020 16:53:18,Release 1.0|Release 2.0|,,11.02.2020 16:56:46,27.05.2020 13:33:20,20071,3,239,62776,69348,18608,0,1264503, ,91.92
935,The APP ART,,THEAPP-126,Feature,Done,11.02.2020 16:50:19,Release 1.0|Release 2.0|,,11.02.2020 16:50:32,27.05.2020 13:33:17,20078,0,239,62775,69348,18609,0,1264502,Done ,91.92
936,The APP ART,,THEAPP-125,Feature,Done,11.02.2020 16:54:44,Release 1.0|Release 2.0|,,11.02.2020 16:56:48,09.04.2020 09:35:49,10171,2,0,72905,0,27,0,1352441, ,50.63
937,The APP ART,,THEAPP-124,Feature,Done,11.02.2020 16:45:08,Release 1.0|Release 2.0|,,11.02.2020 16:47:05,27.03.2020 16:22:47,10181,1,10139,44453,0,42,0,1370740,Done ,37.91
938,The APP ART,,THEAPP-121,Feature,Done,20.02.2020 11:09:58,Release 1.0|Release 2.0|,,25.02.2020 15:24:41,25.02.2020 15:24:41,0,7454,0,0,0,0,0,1415480,Done ,5.18
939,The APP ART,,THEAPP-120,Feature,Done,01.10.2019 15:57:22,Release 1.0|Release 2.0|,,13.12.2019 10:19:19,25.02.2020 15:32:45,0,104781,106873,0,0,0,0,1415472,Done ,146.98
940,The APP ART,,THEAPP-119,Feature,Done,10.12.2019 18:07:06,Release 1.0|Release 2.0|,,11.12.2019 09:55:13,02.04.2020 16:39:30,0,948,58999,104123,0,5540,0,1356585, ,113.94
941,The APP ART,,THEAPP-118,Feature,Done,01.10.2019 16:54:40,Release 1.0|Release 2.0|,,30.01.2020 16:12:27,07.04.2020 15:20:00,0,174197,0,97867,0,1120,0,1353885, ,188.93
942,The APP ART,,THEAPP-117,Feature,Done,01.10.2019 14:49:55,Release 1.0|Release 2.0|,,30.10.2019 21:23:54,05.03.2020 15:36:21,0,42153,19498,163033,0,0,0,1402508,Done ,156.03
943,The APP ART,,THEAPP-116,Feature,Done,01.10.2019 15:57:53,Release 1.0|Release 2.0|,,30.01.2020 16:17:52,25.02.2020 15:31:37,0,174259,37393,0,0,0,0,1415473,Done ,146.98
944,The APP ART,,THEAPP-115,Feature,Done,01.10.2019 15:03:08,Release 1.0|Release 2.0|,,04.12.2019 09:26:57,08.04.2020 12:14:20,0,91823,0,181606,0,19,0,1353731,Done ,189.88
945,The APP ART,,THEAPP-114,Feature,Done,01.10.2019 15:47:56,Release 1.0|Release 2.0|,,05.11.2019 20:16:53,30.03.2020 09:40:37,0,50668,50062,159540,0,12974,0,1353890, ,180.74
946,The APP ART,,THEAPP-113,Feature,Done,01.10.2019 15:43:59,Release 1.0|Release 2.0|,,05.11.2019 20:17:08,09.04.2020 09:38:21,0,50673,50062,173938,0,25,0,1352441, ,190.75
947,The APP ART,,THEAPP-112,Feature,Done,01.10.2019 14:58:30,Release 1.0|Release 2.0|,,10.12.2019 13:41:22,05.03.2020 15:40:20,0,100722,73568,50389,0,0,0,1402504,Done ,156.03
948,The APP ART,,THEAPP-111,Feature,Done,01.10.2019 15:39:55,Release 1.0|Release 2.0|,,13.11.2019 10:22:27,05.03.2020 15:37:24,0,61602,0,163034,0,0,0,1402507,Done ,156.0
